Distance,Prijs
212.35815677514933,16070162.138404181
218.9669348071442,16051439.343936868
215.956408214455,16131147.87171828
264.3393598027369,16395725.605612036
239.6915429790273,16146317.692470685
239.53170988829473,15944902.104635406
228.66585762079723,16069930.351134067
225.25744573969843,15972251.184602875
273.8154614985813,16536514.223749243
249.29352551309978,16345713.406117547
215.34487763661326,15756146.7584355
226.95804905440374,15942984.400157021
251.8621735078034,16321521.162306847
228.88805693401312,16001079.366835006
245.0723127865659,16466914.816308545
228.9098973412037,15789930.227955697
229.6028019960725,16118003.957066417
244.64527140424775,16026697.601841088
241.98751657211352,16392885.9195829
217.8237051610094,15888957.99100455
237.46491547733635,15895128.203954369
239.6371487791902,16130390.391553313
224.87852092563458,15816299.28517004
240.80666651563197,16262847.96009958
254.42875816944905,16215383.32276124
217.28139999385783,15661925.239299202
231.90606125429994,16008163.544259092
237.53131188199552,16437498.952929813
238.96960846530484,16040035.466499552
226.11596419045688,16132048.078255618
209.5284946808741,15811754.688734628
212.64101912839828,15835980.587937232
216.8311639342126,15913011.67668687
268.498847444764,16414315.935737262
263.32526645641474,16307813.464258732
249.51275270605404,16176333.08144657
223.6457302342997,15804727.323343035
242.99007921246712,16565948.496295333
247.8482337271886,16344869.880704539
245.74592160923612,16142790.989388196
231.5064969765561,15972267.0742459
220.94484936466822,16026478.908679418
246.4445167678756,16103259.030579606
219.58822515049366,15733223.167336522
257.75561098850756,16168521.687719999
282.60111544660583,16575012.159583414
249.62620885746782,16185579.285246143
231.17405356264817,15981628.649938148
222.10611319879342,15960579.41844906
209.62685458704004,15656442.087638235
254.88355407265104,16314025.393137345
243.9353196902652,16114108.913703157
247.5909214997139,16240370.297327738
216.9154333784766,15940181.832300177
237.73312512458614,16136684.132984426
252.75868434362295,16235496.438054929
232.15463081237004,16005284.862321727
240.239582500062,15878496.113237582
233.36967532945113,16007089.784937346
248.59627991675882,16392252.577746037
220.05024272479324,15910353.663856525
229.27742438603642,16247046.151939105
216.32367799905734,15891378.829982558
241.35733617765447,15974262.167673916
266.9216910896129,16622958.787317654
221.54406258380237,16048055.51425862
239.3180394788518,16343971.79389745
234.5785403562517,16143485.039579988
261.23849207854136,16652623.596394487
230.79885034039816,16018237.96905884
252.49785002530126,16386006.26449763
257.7403992012602,16244466.52395189
237.81252469535562,16307260.439407684
244.50191246015964,16178268.04737156
270.266723441038,17054396.281232268
229.49947987474093,16220034.606763221
251.5532655875712,16308622.575643023
241.49328682923428,16146231.80006296
255.50519686074412,16158728.469258646
250.56535356419238,16467909.802829884
209.70974381659354,16031664.593010882
217.76974217180722,15918912.797159597
265.69037707354533,16509447.057751324
230.7733700031137,15886236.95787779
244.4351130287084,16502497.23954666
217.02886606666237,15794301.804869963
201.18809320254792,15518462.91875966
285.0520517247715,16821716.308027506
214.08457900688504,15740906.34136088
214.442201687397,15791781.091529954
230.0761340238206,16106307.519881697
218.37482073214395,15884253.4089945
209.53409497545917,15838378.998502856
207.54755329533128,15713854.217401214
225.65809545251022,16073602.086619625
232.54324053956748,16333616.11818332
268.0365507266544,16538190.168216368
251.78725450222288,16235046.19027775
226.4469593326772,16102335.044144623
267.9594153658793,16597866.087950237
245.39013234721588,16037665.758270286
237.76517406175267,15993807.485405475
225.09819440049523,15773106.86565505
248.33837572574646,15913609.668823412
259.08807630528645,16437429.250461115
263.2312900757715,16239856.772409119
239.48878105443563,16286681.834408727
232.2664130362661,16408602.546533901
218.88009498646036,16212313.544566624
239.57413350711758,16184018.670424737
264.4869376172759,16349667.232493235
209.31631977167703,15668187.818445379
252.34503520925028,16212037.262292206
248.5857308518824,16252345.454027882
265.1151685930761,16217570.28241735
232.73754029572189,16265049.839066174
214.19451271741656,15855516.366829414
258.11258068885513,16600322.054096326
278.93561951690214,16560909.82342088
289.9639313316443,16621533.86449874
275.9617727519864,16441240.46305329
267.74791575558623,16317295.303801456
235.44823052667272,16205197.166324072
227.3148718077178,15906359.219144337
199.78094729333117,15652804.437183931
213.66669281348697,15738269.03155424
215.25774410329936,16026197.978168208
235.46839442551956,16027123.764095508
219.0052106565094,15655127.139273174
232.48386434343516,15909655.354040667
263.4877050330341,16401250.004744854
242.74017933828222,16449803.835953666
221.05229835572572,15952078.157873532
220.13280622352227,15786555.406043667
211.87355424773637,15579606.736551287
241.0902909267699,16299816.373632537
241.27296240015323,16119061.01050497
246.85466332729897,16268278.946880197
234.3147954886075,16339965.902062519
217.40826194885685,16204080.573349936
229.05974661569311,15827230.174021382
217.6485150227181,15883583.432249399
242.15221222734758,15851432.652009921
227.14222328045784,15857099.46117074
251.06196700212044,16188903.286392368
233.29156705709116,15985434.02484665
235.80774110497734,15894601.543800289
200.43998181002536,15573297.906218316
258.94154490815527,16552052.983953826
281.17926034937267,16793148.108154576
275.68881681232455,16345227.008661807
279.36481893545186,16559592.898228789
223.785534960299,15822734.946144635
228.94471088778724,16038172.454666378
223.22962661344116,16130922.474217724
229.4677776648776,15880430.611163434
262.89039300756474,16346411.113573473
203.0694900567553,15814144.185371418
221.63189073772816,15749932.605543833
230.71887521639505,16008484.994194793
218.71304432839145,15882187.636482492
267.20239363027724,16552490.46553887
231.1342462576338,16206615.448753912
255.15149147273812,16148009.438602729
248.89278326083408,15939243.800094057
224.35703712273397,16088753.27530857
254.86482551473873,15991374.586704861
283.16847922470845,16577130.215715107
210.81349634660376,15674437.284498064
231.6446591345723,15735029.686703755
212.9131182806938,15729299.765183073
225.00937409536422,16015888.737123664
225.05199549065242,15851860.703619834
262.56306070790964,16205582.826653294
249.83854872667126,16288458.685415752
242.2316668318499,16459451.62611197
225.30184441598414,15797139.21799153
242.9131886746751,16159557.917362092
258.9710820158044,16359346.328920547
256.97613974222213,16462811.50042003
248.9100023216676,16236187.008825121
217.4803975824977,15630459.418095311
225.47379649848907,16047338.385443164
216.84650218717474,16168020.548971677
230.17746511265895,16280834.013422964
262.18532170765275,16521480.816093765
229.092385502473,15928674.896046143
209.10617569968974,15705986.329658894
213.00683219112656,15779319.811435057
282.4355583449418,16846023.060220823
218.42008244070354,15958764.182329863
253.94719015900304,16304453.195034299
229.72206974840975,16099948.47391748
226.66226751872887,16070196.877644872
245.93869301434535,16045487.46610385
239.76805087793258,15986819.042430291
245.364280388666,16122803.185587943
248.43198570556658,16604614.839047592
257.4512121312034,16539488.729003925
224.03063639487405,15931619.995868193
194.07244478437264,15428180.38309126
258.4636138870085,16527511.481344728
189.54681491738603,15559057.006038873
237.30235496795112,15892532.257045835
212.51971346223002,15798775.759150194
258.88521569138703,16256377.914579196
248.2882865956206,16345246.58224127
261.35025895394983,16322265.948456723
227.9138634018146,15940354.963794254
231.0065296582977,15954040.828578446
250.59757404756434,16241651.577870708
225.5740640201356,16331637.664847597
257.70914480027267,16412502.197831541
217.48957560037724,15882883.192120988
260.2316635199882,16216236.324259888
255.48349261514272,16208153.104195472
249.29030268706273,16605296.024685781
283.3572967661438,16574189.13767586
222.31242089770123,15950327.20670019
242.49119370551767,16109206.779190926
200.68104973365425,15663884.673142105
232.2476553861375,15969881.776642421
255.58627712267378,16617246.87654784
229.2350047951574,16064937.456453653
219.68436415568132,15958338.58652053
267.61287588114453,16476706.394700652
229.17126267069852,15975440.447633615
221.6049591516353,16184856.581114393
220.93269117863971,15929685.624523645
230.37771703623613,16001349.038607463
250.8732106293495,16157401.135742085
268.7641898692318,16300370.312356796
226.40459410005298,15951696.25687941
243.70485601948005,16039591.350755319
238.63191199575255,16111464.304203587
239.0902649430834,15898220.090558963
213.40732470154157,15793686.366072861
252.63745719743133,16195759.373455318
249.5051182175501,16312378.686421782
278.0669541524744,16419298.078903701
254.971837270731,16102002.552891767
248.38422405837633,16208581.763747282
225.10835546352985,16163417.627548905
245.67370229808395,16466059.405918805
216.085247256016,15732074.652560132
194.31194518143624,15640374.868827134
238.46916021281322,16284622.30520108
238.91572646200592,16341658.873044152
225.69888386566333,16071192.102317797
222.92667649090606,15764821.5869049
227.01622159513818,16125345.616352933
225.16411441150112,16219985.489638975
242.9998392426179,16119213.67782838
251.49527783451583,16438447.37550717
208.6699626592167,15952014.498965058
240.04832349306935,16021797.191437006
226.62344899067904,16008096.692224396
216.9760782566713,15940609.416549115
243.51384885064977,16449321.473133484
220.49685300762195,15849110.048139539
234.35378530712896,16003423.501951575
244.8799439455001,16210502.858183889
244.94834399009892,16072809.561308164
248.02117426762436,16277611.899834832
263.7851972197769,16491416.36454779
255.76006798404055,16253981.760137184
242.04307205016906,16068212.234835643
247.47991947529113,16230441.902959619
219.80903069538542,15804925.84355328
236.95737638577998,16088819.166768469
221.88270871974728,15799089.062475849
208.57990491621507,15970437.040182749
271.82447710459195,16338587.584488386
246.4450331166541,16210553.485270217
251.40948180617661,16209897.062401095
229.52444336597927,16082776.214707935
245.9198654200144,16067225.742842888
246.17257572036357,15880071.765091121
241.74593844092664,16095380.084249943
228.18171012939192,16211998.84893964
272.02241536320264,16638135.990035737
224.95185651367203,15892511.91919157
261.68580477225703,16315050.056987392
237.78969269668215,16219410.680125717
257.0813235349484,16623999.582518118
232.25752308195098,16026037.276932506
272.12663516912176,16698994.48217584
248.2734584310185,16280830.692769373
244.9866280371229,16063557.494145941
267.08197541177196,16347852.477461392
252.96231139351502,16296785.585358448
247.8947239013497,15886068.430995889
241.67922949054378,16196209.765416974
238.48446643446496,16283684.29624909
279.3935506550318,16609560.304462014
243.66926932963884,16394727.773613429
239.694444265982,16106935.84723816
232.13718695041467,15907858.631006079
257.88030112250715,16068268.865665529
256.6389617738892,16221855.797229795
252.60184256354802,16119353.619103927
230.0534067319392,15921767.739273237
242.84027745588386,16329336.86414695
250.53131343501252,16563557.330007834
217.38444897009165,15791312.371977529
249.3891709596148,16151995.92815723
257.5591123667561,16282646.323904982
253.8398420368525,16131506.04547763
195.84132833805344,15468608.914262388
243.60619517829443,16005801.040796146
213.78939695713018,15806294.700598195
245.12942677954138,16173942.339077452
210.50184739649404,15670010.63144823
236.87299991108802,16200984.186340997
253.01997575962864,16151272.694359226
233.64396321804531,15992053.833532624
267.2544913459202,16430033.459342947
256.22500917107425,16271113.538036302
231.38949529013877,15967321.451532377
264.0584564185648,16539685.972835405
259.8260809964523,16594208.485554975
242.32889068778925,16027888.78646243
230.8975137283963,15947298.831090013
229.41656832709168,16042750.64399426
228.59549788534002,15782019.4491842
219.13072692429617,16101434.88646523
232.18564848629583,15958311.98337663
214.2933351056316,15851215.780553553
229.81011360441957,16210020.300860742
242.62939091464614,16305066.164298344
239.0395775450617,16259611.889224349
246.52840581829585,16330202.869746428
240.2565314655053,16344573.727083415
227.71809837290652,15979114.74108835
247.5244488130186,16102576.579784214
232.06362942762155,16007552.079005184
267.46156397223484,16639421.396468084
237.24232184762784,15825466.658807619
228.543094485455,16189270.838210618
239.69490012561954,16041451.42614505
232.42459022862135,15946524.346951665
249.90804656995763,16302356.509069279
266.91019120828724,16448677.10223714
221.34834547468674,16064200.813320072
233.24028709544191,15919316.72306163
251.6896602530038,16270222.071626393
253.35814573925373,16559205.22378485
253.22849627759317,16257392.197007138
273.3995242189504,16378559.842724277
286.1629567772628,16836148.075415686
250.9368169982469,16026490.87075409
218.18065989775724,15821833.943740021
264.68911034082805,16360300.788983988
246.90115194712695,16147983.150966004
259.2965530502506,16497088.04235742
260.84163959374825,16369991.49866385
248.78107317670853,16420507.42026731
242.0791607921259,16230873.22318847
274.3269632611175,16490126.974755531
220.60199919169207,16127387.413937973
271.1051864959335,16382841.283650074
208.5324981631965,15676111.511609552
211.42496267407665,15627707.741952054
225.2247901264528,16076689.236615729
264.74211388372277,16361748.157212077
260.94476571579486,16606089.869063074
257.5627215401406,16642879.722372493
279.7942475060285,16525691.839754233
232.55294193193868,16214315.240236398
251.84845769555199,16618968.911293661
235.5201848280296,16062382.292513913
238.0897130788505,15908980.993071375
247.45564806370297,15986593.039717622
222.29496061838535,16276348.051039321
220.75410790083646,16036542.822351165
280.5823668742727,16544676.086816663
236.86906737156912,16306711.882442763
237.79234949412827,16330796.132119512
294.25737890836825,16897234.178522054
264.20235900819983,16627655.16952011
220.6675187519328,16077751.230166286
217.33389400459149,15865261.719466189
241.5191719224597,16133140.586489692
266.6206639847485,16281233.456521183
249.7192774445412,16268954.035125472
219.88630843326524,15724125.534983244
235.2225476588111,16223904.681531148
223.93081239951616,15875790.431635411
248.61915814239217,15956420.396659572
228.2743396870427,16144884.995199094
272.64029485301523,16233644.159273554
253.60871487866234,16476763.026959062
238.80381825291468,16093617.236498075
241.3094854132071,16390418.847870871
231.68836520545588,15854077.143983006
234.4261821644697,15910876.577502567
249.2291025119548,16258251.887332669
252.30609061564908,16301285.85663718
252.1559069943232,16124149.989803366
252.28945936374697,16643756.27987346
224.41217818411496,16072948.596896037
211.8677085750153,15715719.901475493
257.11777146632386,16332776.661009476
244.2857474887253,16061106.242944723
254.701750236472,16345289.569322668
235.69584629220327,16003465.852202104
217.4812122876797,15644298.844472095
222.09291461700255,15791174.55615362
243.1607381614074,16233939.31128003
229.88485990807266,15892095.846917618
207.35565432831822,15664054.053632187
244.06504171300932,16060323.215937795
213.77427141296974,15976500.125097662
208.14474886441877,15722297.347032424
221.50809067817565,15993357.990226384
249.90990257752594,16152958.152687373
238.08151348232278,16479850.464606553
237.45658393226657,16249592.051909862
272.4001082291041,16450211.153998917
242.238786064862,16150857.215719182
260.78571555777444,16437446.661255186
250.87988370230957,16374517.700015776
240.48334443452066,16162558.138010066
211.6018697629526,15895491.308852054
243.57407641617723,16062128.19580748
205.15749330155342,15760113.14025372
271.2048985754476,16689580.273452325
246.38002693455778,16131827.921272952
196.4484335059617,15601096.591100873
238.95653065443042,16359069.250179976
239.8326432938629,16156515.52593027
229.7245355288031,15782580.045450028
228.72261980994182,16025491.672143131
269.8409391199556,16419890.34053448
203.8683527770255,15642869.333533691
214.63752563698316,15840748.935525078
226.68804490838085,15906115.871670067
220.87304209264732,15944427.426725531
241.7629333576311,16131992.417418724
239.57720651459547,16293449.530767748
228.5311035148798,16021156.600155389
235.6998604404827,16129829.327148821
220.47622906032782,15855809.43659707
234.66953569324562,15909213.163318692
225.6453427627146,15933134.311894527
253.18858003555613,16285499.30965285
271.7424780814963,16476137.414613482
224.20418670273136,15977333.279127982
246.70710034706104,16053503.929857241
274.78150315211735,16575488.17051697
255.25470484172178,16350876.953995802
270.3247230066812,16132676.173438167
244.50931501299328,16321983.133396247
231.15407062904794,16384910.4932789
259.3886794360725,16373185.958867189
207.4146132495544,15659764.216047615
225.15236794924016,15839549.50968107
271.89730652826034,16615760.518668242
261.81323989445957,16426329.532678809
232.7549858807424,16194636.27793786
260.4463130493204,16262619.157786656
229.79300227815673,15820070.056696547
236.4516212709032,16159426.258504404
238.51720178009074,16180329.762399234
264.3340146134389,16426323.524787616
257.5855002674044,16552403.202566655
223.48391551317803,16060690.110429589
272.56116448277123,16669561.481775546
272.5170392900079,16770852.939702405
225.70165961079903,15946655.704304
226.35714370122972,15678649.071681391
262.5238272057626,16473916.076150073
220.6849192942959,16010230.850440154
254.3416405068479,16284092.089679861
253.8868785291901,16409055.410358824
232.45776694810144,16164778.567062527
256.99189709143616,16562302.829913022
232.81063783240526,15885447.87609611
247.14589531387972,16287721.33054535
258.70464434304535,16269106.46116753
223.96942366366181,15722157.092050089
224.96402543953087,16019851.797660766
224.91620568292294,15945677.712765338
247.28867014460855,16516490.147629764
268.95265988842334,16677207.546464797
231.97213863392693,16101665.73541854
251.5510365535283,16278329.135458995
243.99392555499838,16189623.342693541
222.80924861774307,15931907.376635432
249.14335371232409,16143925.090253316
234.0237255218315,16346152.911264248
240.06833748009464,15894150.463024942
253.09990606088388,16489218.077588495
242.12445666217315,15928499.379778162
245.1366592206717,16204409.63051174
202.6245154965971,15646775.27245335
237.83965447191963,15941322.019621653
263.14382645090365,16239139.224059153
222.4402949505327,15866351.409107039
215.76122944711452,15678033.753117122
235.23759778074617,16113200.401718719
240.60991240160348,16156465.852098724
242.86408600030128,16200228.98874338
235.9622043645266,16065708.873104602
241.4736236531619,16150390.381356206
239.78874864310026,16083077.975718038
267.6500324352608,16699569.321664866
243.22235021570273,16024409.621770807
216.73245186330288,15814816.346934784
217.58810713376621,15928249.8107251
224.21590275921105,15797624.238940764
231.12026379380976,16104640.308377441
223.83584815710716,15816980.720562525
255.43656695927424,16334864.197616838
193.23086066534944,15482269.827499438
224.36279357800723,15882122.166808322
215.28840489569885,15704766.241893528
255.53751237994047,16354490.665991824
223.20574976452443,16204156.926424898
231.3938921532827,16249704.763383966
287.64497644289656,16855493.74736569
244.37279774295587,16462017.912869884
258.9909569266861,16469543.900298007
206.74855558429672,15705880.150245737
252.07587664147712,16336587.58220489
231.72826197235915,16138872.729913145
253.69488373640246,16300291.759252751
271.7694085332307,16355544.558173636
227.70322163445675,15845775.803719612
245.97646429659318,16113127.414736297
263.6584661102381,16537856.545331795
253.1264893455272,16476008.784495104
239.9332858827254,16273988.362667385
238.94840764813412,16048927.032140974
244.78496753753333,16437806.966957968
223.68047987885387,15925491.118884394
252.59939908607097,16542364.687967854
237.0532995645341,16289453.035289153
244.15314542783426,16243537.604407737
244.47845986789736,15969828.3716645
221.65599627018284,16029632.656537274
187.72496741302754,15513141.303421075
197.08071135670457,15672661.532321323
218.1930226797347,15919836.51810917
257.8050953722242,16373844.189023992
255.53683748353095,16197713.567323375
256.4818949969761,16465593.25642789
236.8568269585201,16052661.737229556
245.39820891243016,16119633.859378973
247.23161802181212,16098105.248213919
234.30582856579997,15897984.668536829
212.99575241663402,15686386.619249487
236.0781623669031,15831751.025834778
262.0582875622654,16445839.92295475
252.69016533059056,16383024.444620885
237.56815013629438,16162278.508344207
214.47676854681467,15905151.027858205
230.9271594063587,16105472.164468726
217.9625959417605,16210754.31201601
254.41180451306977,16189172.798423488
220.92664531948586,15704004.780756408
254.0003088188009,16085201.824070726
264.0043536708266,16205486.060144156
218.16102404291627,16395776.727896094
236.4486726730156,16095710.133227
236.3868792919341,16120886.593409136
262.1524438035964,16276701.290582914
208.06588239904195,15809056.324819004
250.74421021312637,16503606.80722054
237.1980327109394,16264448.672358667
258.0462244111846,16142554.126441807
231.87816949063122,16186777.4186612
246.27455891230574,16135308.47187891
214.09953958223892,15776680.741907146
259.8352035704747,16618396.371882655
250.64562515753357,16466303.861963661
264.76143889224943,16429388.91575032
236.97466748841066,15926733.502340985
211.7380487456625,15677461.510969538
227.30909491853075,16106524.61693088
246.34006690663392,16551871.76134082
228.77371612182998,16072545.272841645
250.4960470022827,16477931.520982472
249.93314426836668,16183174.16788748
231.90684180249522,16138301.027293283
208.74270934961294,15698416.65030362
221.67022493520486,15962252.062647903
248.66415714974576,16217423.209605217
246.79228226781916,16206910.96489257
256.20520718297234,16381210.543216173
216.67525635081142,15732610.623726064
246.90088433528308,16168923.62471332
254.52995547919414,16501504.802489066
232.6998897508306,16167193.51351591
238.311173632602,16147536.171012081
214.4190030266133,15955318.734118689
238.2204380225942,16062507.579638042
248.4700283381462,16030103.528678188
208.45495999529086,15748620.256354136
224.712101115186,15843393.537025742
219.28509150372818,15858654.188340645
208.6110920962949,15764611.77703176
212.1315118904099,15887815.82257823
247.98583267679754,16131027.23335418
234.63692785801737,16120629.273735449
213.3908810646955,15665997.983689198
254.51522958332424,16184634.490917427
250.87434306343764,16360619.973072417
246.50627540158007,16005863.897355584
242.89751269846943,16217474.053623162
247.5924268707233,16103369.852680117
248.5650498267569,16083031.921468042
230.3584966577979,15980546.643396871
234.34589335239653,16142307.698747471
228.43977869652716,16228071.951083405
228.81466252901464,15965435.79179513
253.43482668788172,16263857.249190895
223.31897121948182,15934657.574426929
234.16198867649277,16006644.577383673
274.386332313677,16672704.965710478
242.36518692408643,15943001.858192762
255.43786699665606,16669208.296599902
222.7868294914709,16137877.647605013
273.9230292205758,16425453.565109827
281.66284593857284,16233502.932470433
229.7134230008728,16164204.766657462
211.1954125501514,15639183.079333538
263.93023720798357,16222777.103197979
209.82040539801332,15856077.709027879
255.05904740246785,16430948.182576325
224.40140055891197,16139495.58737481
197.5285680237105,15734448.441128079
213.46698606649332,15823344.007231103
232.7972352551622,16154984.520714821
248.85186389949757,16161431.67609384
233.817809273341,16172972.109478746
248.36042657369197,16127412.035260834
280.99846897012367,16761755.410759518
249.63601495113548,16073428.292576332
264.7269492594883,16303467.672127753
234.70799998226298,16303715.695290448
208.9305030205589,15609156.910994338
225.97120782641932,15902634.280153895
209.8759662472833,15844819.51141427
206.41103812640364,15597863.766356826
230.89874788487788,16099510.489806673
249.59465163185266,16107069.024870176
209.6821150656546,15824093.295634495
240.23363980015117,16291280.381183898
225.16483610885308,16029181.352095762
236.6905885912037,16108080.758397242
222.93005264049168,15891044.495218232
222.8740372089554,15995973.972141657
248.3894125165855,16243344.460152669
240.5132816956744,16399490.286691671
225.96384457400222,16014471.314954724
235.62820933914392,16096358.848076724
242.7196190623684,15943903.106735421
283.01770171972043,16770621.47593435
221.11927335111469,15951548.35684648
232.34267610979416,16325482.921739766
